"","TYPEOFTREE","SPECIESTYPE","SPECIES","AGE","DESCRIPTION","TREESURROUND","VIGOUR","CONDITION","DIAMETERinCENTIMETRES","SPREADRADIUSinMETRES","TREELOCATIONX","TREELOCATIONY","LONGITUDE","LATITUDE","TREETAG","TREEHEIGHTinMETRES"
"23553","ParkTree","Beech","Fagus sylvatica","Young","Juvenile/Young","Memorial","Normal","Poor",17,7,330756.59,372971.95,-5.978139,54.588078,"728",11
"23570","ParkTree","Plane","Platanus x acerifolia","Young","Juvenile/Young","Woodland","Low","Poor",21,4,334014.15,371796.55,-5.92832,54.576674,"593",10
"23638","ParkTree","Hawthorn","Crataegus monogyna","Young","Juvenile/Young","Memorial","Low","Poor",32,2,330252.84,373076.46,-5.985879,54.589146,"205",7
"23639","ParkTree","Rowan","Sorbus aucuparia","Young Mature","Semi-Mature","Memorial","Low","Poor",57,3,330233.75,373087.77,-5.98617,54.589252,"206",7
"23642","ParkTree","Oak","Quercus robur","Young","Juvenile/Young","Memorial","Low","Poor",30,2,330199.41,373094.38,-5.986697,54.58932,"209",7
"23643","ParkTree","Hawthorn","Crataegus monogyna","Young Mature","Semi-Mature","Memorial","Low","Poor",56,3,330243.35,373051.51,-5.986037,54.588924,"210",6
"23644","ParkTree","Hawthorn","Crataegus monogyna","Young Mature","Semi-Mature","Memorial","Normal","Poor",52,4,330257.75,373046.49,-5.985817,54.588875,"211",7
"23645","ParkTree","Oak","Quercus robur","Young Mature","Semi-Mature","Memorial","Normal","Poor",49,4,330303.72,373021.96,-5.985117,54.588643,"213",8
"23654","ParkTree","Oak","Quercus robur","Young","Juvenile/Young","Memorial","Normal","Poor",24,3,330312.46,373087.13,-5.984953,54.589226,"221",8
"23656","ParkTree","Oak","Quercus robur","Young","Juvenile/Young","Memorial","Normal","Poor",12,3,330330.92,373104.72,-5.98466,54.589379,"223",6
"23657","ParkTree","Hawthorn","Crataegus monogyna","Young","Juvenile/Young","Memorial","Normal","Poor",21,2,330342.12,373093.42,-5.984492,54.589275,"224",6
"23660","ParkTree","Hawthorn","Crataegus monogyna","Young","Juvenile/Young","Memorial","Normal","Poor",16,1,330359.18,373125.31,-5.984214,54.589557,"228",7
"23661","ParkTree","Hawthorn","Crataegus monogyna","Young","Juvenile/Young","Memorial","Normal","Poor",24,1,330342.76,373122.85,-5.984469,54.589539,"227",6
"23691","ParkTree","Hawthorn","Crataegus monogyna","Young Mature","Semi-Mature","Memorial","Low","Poor",42,2,330824.21,372940.37,-5.977108,54.587777,"757",7
"23694","ParkTree","Oak","Quercus robur","Mature","Mature","Memorial","Normal","Poor",72,7,330808.47,372948.87,-5.977347,54.587857,"760",14
"23750","ParkTree","Oak","Quercus cerris","","N/A","Grass","Low","Poor",-135,7,335066.69,371544.59,-5.912171,54.574132,"41",1
"23751","ParkTree","Chestnut","Aesculus hippocastanum","Fully Mature","Fully Mature","Grass","Low","Poor",113,7,335083.06,371516.12,-5.911931,54.573873,"42",19
"23759","ParkTree","Oak","Quercus robur","Fully Mature","Fully Mature","Grass","Low","Poor",100,9,335138.94,371467.71,-5.91109,54.573423,"50",20
"23770","ParkTree","Birch","Betula jacquemontii","Young","Juvenile/Young","Flower Bed","Low","Poor",13,2,335060.41,371490.26,-5.912293,54.573646,"60",6
"23771","ParkTree","Cherry","Prunus (type)","Young","Juvenile/Young","Grass","Low","Poor",-32,5,335009.7,371518.18,-5.913063,54.573911,"610",6
"23773","ParkTree","Cypress","Cupressus (type)","Young Mature","Semi-Mature","Grass","Low","Poor",67,2,340836.34,373763.41,-5.821959,54.592478,"70",11
"23775","ParkTree","Cypress","Cupressus (type)","Young Mature","Semi-Mature","Memorial","Low","Poor",64,3,340869.87,373755.4,-5.821444,54.592397,"72",11
"23778","ParkTree","Cypress","Cupressus (type)","Young Mature","Semi-Mature","Memorial","Low","Poor",57,4,340846.35,373872.66,-5.821752,54.593456,"75",11
"23780","ParkTree","Cherry","Prunus x schmittii","Young","Juvenile/Young","Bare Ground","Low","Poor",32,5,340853.95,373899.11,-5.821622,54.593692,"78",7
"23781","ParkTree","Maple","Acer platanoides","Young","Juvenile/Young","Shrubs","Low","Poor",27,5,340857.08,373901.33,-5.821572,54.593711,"79",12
"23783","ParkTree","Cherry","Prunus x schmittii","Young","Juvenile/Young","Shrubs","Low","Poor",32,3,340857.47,373898.59,-5.821568,54.593686,"80",6
"23784","ParkTree","Cypress","Cupressus (type)","Mature","Mature","Bare Ground","Low","Poor",71,3,340860.87,373903.29,-5.821513,54.593727,"81",14
"23785","ParkTree","Cypress","Cupressus (type)","Fully Mature","Fully Mature","Bare Ground","Low","Poor",163,4,340861.91,373897.81,-5.821499,54.593678,"83",14
"23793","ParkTree","Cypress","Cupressus (type)","Young Mature","Semi-Mature","Memorial","Low","Poor",-37,2,340920.07,373878.33,-5.820609,54.593487,"90",11
"23794","ParkTree","Cypress","Cupressus (type)","Young Mature","Semi-Mature","Bare Ground","Low","Poor",54,4,340921.74,373874.33,-5.820586,54.59345,"91",11
"23798","ParkTree","Cypress","Cupressus (type)","Young","Juvenile/Young","Bare Ground","Low","Poor",34,2,340959.43,373860.49,-5.82001,54.593316,"97",13
"23816","ParkTree","Holly","Ilex aquifolium","Young","Juvenile/Young","Memorial","Normal","Poor",17,1,330385.16,373118.55,-5.983815,54.58949,"247",7
"23823","ParkTree","Holly","Ilex aquifolium","Young","Juvenile/Young","Grass","Low","Poor",9,1,330477.32,373061.18,-5.982416,54.588951,"254",5
"23839","ParkTree","Yew","Taxus baccata","Young Mature","Semi-Mature","Memorial","Normal","Poor",58,2,330814,372932.39,-5.977269,54.587708,"764",8
"23840","ParkTree","Cypress","Chamaecyparis pisifera","Young Mature","Semi-Mature","Memorial","Normal","Poor",69,4,330816.88,372921.44,-5.977229,54.587609,"765",14
"23841","ParkTree","Oak","Quercus robur","Mature","Mature","Grass","Normal","Poor",72,7,330799.44,372934.94,-5.977493,54.587734,"766",14
"23847","ParkTree","Yew","Taxus baccata","Mature","Mature","Memorial","Normal","Poor",75,2,330809.96,372916.02,-5.977339,54.587562,"772",8
"23852","ParkTree","Holly","Ilex aquifolium","Young","Juvenile/Young","Memorial","Normal","Poor",23,2,330825.06,372909.22,-5.977108,54.587497,"777",8
"23857","ParkTree","Yew","Taxus baccata","Mature","Mature","Memorial","Normal","Poor",76,3,330843.03,372916.98,-5.976827,54.587562,"782",8
"23858","ParkTree","Yew","Taxus baccata","Young Mature","Semi-Mature","Memorial","Normal","Poor",46,3,330842.92,372920.17,-5.976827,54.58759,"783",8
"23865","ParkTree","Yew","Taxus baccata","Young Mature","Semi-Mature","Memorial","Normal","Poor",68,3,330834.63,372937.07,-5.976948,54.587744,"791",8
"23875","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Grass","Low","Poor",58,5,340940.24,373954.3,-5.820261,54.594163,"5",18
"23877","ParkTree","Cypress","Cupressocyparis leylandii","Young","Juvenile/Young","Bare Ground","Low","Poor",35,4,340846.1,373625.04,-5.821874,54.591234,"56",11
"23885","ParkTree","Cypress","Cupressus (type)","Young Mature","Semi-Mature","Memorial","Low","Poor",47,2,340838.27,373654.04,-5.821982,54.591496,"63",11
"23886","ParkTree","Cypress","Cupressus (type)","Young Mature","Semi-Mature","Memorial","Low","Poor",47,2,340859.43,373652.21,-5.821655,54.591474,"64",11
"23894","ParkTree","Cypress","Cupressus (type)","Young Mature","Semi-Mature","Memorial","Low","Poor",64,3,340798.81,373814.72,-5.822514,54.592949,"36",14
"23904","ParkTree","Ash","Fraxinus excelsior","Young","Juvenile/Young","Grass","Low","Poor",27,3,340847.67,373940.89,-5.821699,54.594068,"21",11
"23911","ParkTree","Cypress","Cupressus (type)","Young Mature","Semi-Mature","Bare Ground","Low","Poor",62,5,340861.26,373900.94,-5.821508,54.593706,"2039",14
"23916","ParkTree","Cypress","Cupressus (type)","Mature","Mature","Memorial","Low","Poor",93,2,340965.11,373865.49,-5.819919,54.593359,"2082",14
"23922","ParkTree","Cypress","Cupressus (type)","Young Mature","Semi-Mature","Grass","Low","Poor",39,3,340905.23,373766.08,-5.820893,54.592483,"130",11
"23927","ParkTree","Cypress","Cupressus (type)","Mature","Mature","Grass","Low","Poor",76,4,340944.26,373831.79,-5.820258,54.593062,"104",13
"23932","ParkTree","Cypress","Cupressus (type)","Young Mature","Semi-Mature","Grass","Low","Poor",54,3,340928.25,373818.11,-5.820512,54.592944,"109",10
"23934","ParkTree","Cypress","Cupressocyparis leylandii","Mature","Mature","Bare Ground","Low","Poor",95,3,340915.07,373818.78,-5.820715,54.592953,"110",14
"23935","ParkTree","Cypress","Cupressocyparis leylandii","Young Mature","Semi-Mature","Bare Ground","Low","Poor",68,3,340916.74,373814.95,-5.820691,54.592919,"111",12
"23942","ParkTree","Cypress","Cupressus (type)","Young Mature","Semi-Mature","Other","Low","Poor",38,1,340948.27,373752.9,-5.820234,54.592353,"118",11
"23947","ParkTree","Cypress","Cupressus (type)","Young Mature","Semi-Mature","Grass","Low","Poor",42,1,340950.26,373743.06,-5.820208,54.592264,"122",7
"23949","ParkTree","Cypress","Cupressus (type)","Young Mature","Semi-Mature","Woodland","Low","Poor",40,1,340931.41,373761.58,-5.82049,54.592435,"124",9
"23950","ParkTree","Cypress","Cupressus (type)","Young Mature","Semi-Mature","Grass","Low","Poor",47,3,340930.08,373766.08,-5.820509,54.592476,"125",9
"23960","ParkTree","Oak","Quercus robur","Young","Juvenile/Young","Grass","Normal","Poor",29,6,330559.02,373107.03,-5.981133,54.589341,"276",11
"23961","ParkTree","Oak","Quercus robur","Mature","Mature","Shrubs","Normal","Poor",83,7,330560.08,373103.41,-5.981118,54.589309,"277",12
"23993","ParkTree","Oak","Quercus robur","Young Mature","Semi-Mature","Memorial","Normal","Poor",42,5,330854.3,372958.01,-5.976635,54.587927,"804",13
"23996","ParkTree","Oak","Quercus robur","Young","Juvenile/Young","Memorial","Normal","Poor",27,3,330865.57,372962.49,-5.976458,54.587964,"807",8
"23997","ParkTree","Oak","Quercus robur","Young Mature","Semi-Mature","Memorial","Normal","Poor",63,6,330861.85,372967.49,-5.976514,54.58801,"808",14
"24000","ParkTree","Hawthorn","Crataegus monogyna","Young","Juvenile/Young","Memorial","Normal","Poor",32,2,330879.5,372969.72,-5.97624,54.588026,"811",6
"24060","ParkTree","Oak","Quercus robur","Young Mature","Semi-Mature","Memorial","Normal","Poor",62,7,330604.44,373180.93,-5.980398,54.589993,"304",11
"24066","ParkTree","Rowan","Sorbus aucuparia","Young","Juvenile/Young","Memorial","Normal","Poor",23,2,330642.08,373151.8,-5.979829,54.589722,"310",9
"24071","ParkTree","Rowan","Sorbus aria","Young","Juvenile/Young","Memorial","Normal","Poor",27,1,330607.41,373160.73,-5.980361,54.589811,"315",6
"24074","ParkTree","Birch","Betula pendula","Young","Juvenile/Young","Memorial","Normal","Poor",22,3,330601.46,373140.1,-5.980462,54.589627,"318",12
"24075","ParkTree","Birch","Betula pendula","Young","Juvenile/Young","Memorial","Normal","Poor",25,2,330597.63,373140.74,-5.980521,54.589634,"319",12
"24077","ParkTree","Hawthorn","Crataegus monogyna","Young Mature","Semi-Mature","Memorial","Normal","Poor",56,2,330622.51,373142.66,-5.980135,54.589645,"321",6
"24079","ParkTree","Oak","Quercus robur","Young","Juvenile/Young","Memorial","Normal","Poor",17,2,330620.38,373125.21,-5.980176,54.589489,"323",7
"24081","ParkTree","Hawthorn","Crataegus monogyna","Young Mature","Semi-Mature","Memorial","Normal","Poor",42,1,330602.52,373119.47,-5.980455,54.589442,"325",6
"24090","ParkTree","Oak","Quercus robur","Young Mature","Semi-Mature","Memorial","Normal","Poor",54,5,330609.75,373084.6,-5.980359,54.589127,"334",13
"24109","ParkTree","Hawthorn","Crataegus monogyna","Young Mature","Semi-Mature","Memorial","Normal","Poor",53,4,330903.63,373020.54,-5.975844,54.588476,"848",12
"24118","ParkTree","Hawthorn","Crataegus monogyna","Young Mature","Semi-Mature","Memorial","Normal","Poor",61,4,330915.11,373048.28,-5.975654,54.588722,"858",13
"24129","ParkTree","Maple","Acer platanoides","Young Mature","Semi-Mature","Grass","Low","Poor",59,7,333498.71,376547.14,-5.934127,54.619457,"62",12
"24141","ParkTree","Yew","Taxus baccata","Young Mature","Semi-Mature","Memorial","Normal","Poor",48,2,330940.31,373058.82,-5.97526,54.58881,"917",7
"24149","ParkTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Memorial","Normal","Poor",64,3,330976.79,373031.7,-5.974708,54.588557,"925",15
"24155","ParkTree","Yew","Taxus baccata","Young Mature","Semi-Mature","Memorial","Normal","Poor",64,1,330958.18,373030.95,-5.974996,54.588555,"931",8
"24159","ParkTree","Yew","Taxus baccata","Mature","Mature","Memorial","Normal","Poor",72,2,330932.98,373039.25,-5.975382,54.588636,"935",8
"24165","ParkTree","Yew","Taxus baccata","Young Mature","Semi-Mature","Memorial","Normal","Poor",45,2,330920.43,372993.42,-5.975596,54.588228,"941",7
"24180","ParkTree","Poplar","Populus (type)","Young","Juvenile/Young","Other","Low","Poor",33,4,333406.74,376447.01,-5.935595,54.618582,"149",14
"24185","ParkTree","Maple","Acer pseudoplatanus","Mature","Mature","Grass","Low","Poor",76,9,333342.67,376445.93,-5.936587,54.61859,"118",20
"24190","ParkTree","Lime","Tilla cordata","Young","Juvenile/Young","Grass","Low","Poor",24,4,333361.51,376458.98,-5.936289,54.618702,"135",10
"24193","ParkTree","Willow","Salix (type)","Young","Juvenile/Young","Grass","Low","Poor",18,5,333368.12,376471.49,-5.936181,54.618812,"141",10
"24196","ParkTree","Poplar","Populus (type)","Young Mature","Semi-Mature","Grass","Low","Poor",51,9,333386.32,376462.11,-5.935904,54.618723,"144",15
"24197","ParkTree","Maple","Acer pseudoplatanus","Young","Juvenile/Young","Grass","Low","Poor",24,4,333428.1,376439.28,-5.935268,54.618507,"156",11
"24203","ParkTree","Hawthorn","Crataegus monogyna","","N/A","Other","Low","Poor",-20,2,333426.3,376501.65,-5.935268,54.619068,"202",3
"24205","ParkTree","Willow","Salix (type)","Young Mature","Semi-Mature","Other","Low","Poor",64,12,333464.27,376466.42,-5.934696,54.618742,"214",15
"24207","ParkTree","Yew","Taxus baccata","Young","Juvenile/Young","Memorial","Normal","Poor",31,3,330938.93,372989.39,-5.975312,54.588187,"951",8
"24210","ParkTree","Yew","Taxus baccata","Young Mature","Semi-Mature","Memorial","Low","Poor",52,2,330934.46,372968.02,-5.975391,54.587996,"955",7
"24219","ParkTree","Oak","Quercus robur","Young Mature","Semi-Mature","Memorial","Normal","Poor",67,5,330891.73,372968.02,-5.976051,54.588007,"963",15
"24221","ParkTree","Yew","Taxus baccata","Young Mature","Semi-Mature","Memorial","Normal","Poor",65,2,330874.82,372943.77,-5.976324,54.587794,"965",8
"24240","ParkTree","Oak","Quercus robur","Mature","Mature","Grass","Normal","Poor",86,9,330855.47,372888.06,-5.976648,54.587299,"983",13
"24243","ParkTree","Cypress","Cupressocyparis leylandii","Mature","Mature","Memorial","Normal","Poor",90,4,330846.86,372882.64,-5.976783,54.587252,"984",15
"24248","ParkTree","Oak","Quercus robur","Mature","Mature","Memorial","Normal","Poor",73,7,330883.97,372867.21,-5.976216,54.587104,"992",13
"24260","ParkTree","Yew","Taxus baccata","Young Mature","Semi-Mature","Memorial","Normal","Poor",69,2,330889.49,372896.88,-5.976118,54.587369,"1003",8
"24265","ParkTree","Holly","Ilex aquifolium","Young Mature","Semi-Mature","Memorial","Normal","Poor",54,2,330894.6,372905.71,-5.976035,54.587447,"1008",7
"24267","ParkTree","Oak","Quercus robur","Fully Mature","Fully Mature","Memorial","Normal","Poor",108,7,330902.04,372904.75,-5.97592,54.587437,"1010",14
"24273","ParkTree","Oak","Quercus robur","Fully Mature","Fully Mature","Memorial","Normal","Poor",97,8,330895.03,372914.04,-5.976024,54.587522,"1016",15
"24276","ParkTree","Hawthorn","Crataegus monogyna","Young Mature","Semi-Mature","Memorial","Normal","Poor",42,2,330904.2,372917.88,-5.975881,54.587554,"1019",9
"24292","ParkTree","Oak","Quercus robur","Young","Juvenile/Young","Memorial","Normal","Poor",14,3,330907.29,372884.08,-5.975848,54.58725,"1035",5
"24293","ParkTree","Oak","Quercus robur","Young","Juvenile/Young","Memorial","Normal","Poor",35,5,330911.34,372884.29,-5.975786,54.587251,"1036",12
"24298","ParkTree","Maple","Acer pseudoplatanus","Young","Juvenile/Young","Memorial","Normal","Poor",29,3,330905.26,372870.2,-5.975886,54.587126,"1041",15
"24299","ParkTree","Oak","Quercus robur","Young Mature","Semi-Mature","Memorial","Normal","Poor",36,3,330899.72,372870.2,-5.975971,54.587127,"1042",12
"24307","ParkTree","Oak","Quercus robur","Young","Juvenile/Young","Memorial","Normal","Poor",24,2,330928.62,372841.09,-5.975538,54.586858,"1050",9
"24314","ParkTree","Holly","Ilex aquifolium","Young","Juvenile/Young","Memorial","Low","Poor",19,2,330954.54,372872.01,-5.975123,54.587129,"1057",8
"24315","ParkTree","Oak","Quercus robur","Young Mature","Semi-Mature","Memorial","Normal","Poor",46,5,330954.75,372877.36,-5.975118,54.587177,"1058",14
"24369","ParkTree","Mixed","Mixed broadleaf","Young","Juvenile/Young","Grass","Low","Poor",15,2,336822.2,375513.95,-5.883197,54.609294,"176",8
"24394","ParkTree","Mixed","Mixed broadleaf","Young","Juvenile/Young","Other","Normal","Poor",17,4,336854.11,375465.86,-5.882726,54.608853,"498",14
"24395","ParkTree","Mixed","Mixed broadleaf and coniferous","Young","Juvenile/Young","Shrubs","Low","Poor",22,4,336833.17,375471.05,-5.883047,54.608906,"499",14
"24396","ParkTree","Birch","Betula pubescens","Young","Juvenile/Young","Shrubs","Low","Poor",24,4,336816.47,375478.79,-5.883302,54.60898,"500",11
"24397","ParkTree","Mixed","Mixed broadleaf and coniferous","Young","Juvenile/Young","Shrubs","Normal","Poor",18,4,336768.18,375489.12,-5.884044,54.609086,"501",12
"24398","ParkTree","Mixed","Mixed broadleaf","Young","Juvenile/Young","Grass","Normal","Poor",17,4,336754.96,375490.48,-5.884248,54.609101,"502",13
"24399","ParkTree","Mixed","Mixed broadleaf and coniferous","Young","Juvenile/Young","Grass","Normal","Poor",20,4,336754.77,375482.58,-5.884254,54.60903,"503",17
"24400","ParkTree","Mixed","Mixed broadleaf","Young","Juvenile/Young","Shrubs","Normal","Poor",18,3,336661.84,375520.12,-5.885674,54.609393,"504",17
"24414","ParkTree","Mixed","Mixed broadleaf","Young","Juvenile/Young","Shrubs","Low","Poor",18,4,336956.25,375465.5,-5.881147,54.608823,"154",14
"24441","ParkTree","Maple","Acer saccharinum (Silver)","Young","Juvenile/Young","Shrubs","Low","Poor",18,6,336991.62,373187.08,-5.881662,54.58836,"340",15
"24458","ParkTree","Mixed","Mixed broadleaf","Young","Juvenile/Young","Woodland","Low","Poor",20,4,333362.23,376426.2,-5.936293,54.618407,"132",15
"24468","ParkTree","Lime","Tilla (type)","Young","Juvenile/Young","Grass","Low","Poor",20,5,330535.79,373023.53,-5.981529,54.588598,"3309",0
"24499","ParkTree","Willow","Salix (type)","Young","Juvenile/Young","Grass","Low","Poor",23,4,333993.96,376793.36,-5.926353,54.621536,"2096",0
"24500","ParkTree","Pine","Pinus nigra","Young Mature","Semi-Mature","Grass","Low","Poor",64,7,330231.84,372837.78,-5.98631,54.587008,"3268",0
"24501","ParkTree","Willow","Salix (type)","Young","Juvenile/Young","Grass","Low","Poor",15,5,333923.55,376493.53,-5.927579,54.618863,"2225",0
"24502","ParkTree","Willow","Salix (type)","Young","Juvenile/Young","Grass","Low","Poor",13,3,333919.52,376496.17,-5.92764,54.618888,"2232",0
"24503","ParkTree","Willow","Salix (type)","Young","Juvenile/Young","Grass","Low","Poor",18,3,333911.28,376492.79,-5.927769,54.61886,"2233",0
"24504","ParkTree","Willow","Salix (type)","Young","Juvenile/Young","Grass","Low","Poor",18,3,333911.2,376504.44,-5.927765,54.618965,"2235",0
"24505","ParkTree","Willow","Salix (type)","Young","Juvenile/Young","Grass","Low","Poor",24,5,333907.4,376506.74,-5.927823,54.618986,"2236",0
"24507","ParkTree","Maple","Acer platanoides","Young","Juvenile/Young","Bare Ground","Low","Poor",30,5,333754.65,376523.14,-5.930178,54.619174,"2358",0
"24509","ParkTree","Poplar","Populus nigra","Young","Juvenile/Young","Other","Low","Poor",27,3,333733.63,376873.62,-5.930344,54.622326,"2048",0
"24510","ParkTree","Poplar","Populus nigra","Young Mature","Semi-Mature","Grass","Low","Poor",36,4,333721,376880.02,-5.930536,54.622387,"2043",0
"24512","ParkTree","Poplar","Populus nigra","Young","Juvenile/Young","Grass","Low","Poor",23,2,333747.8,376873.74,-5.930125,54.622323,"2052",0
"24513","ParkTree","Oak","Quercus robur","Young","Juvenile/Young","Grass","Low","Poor",14,3,333748.82,376871.21,-5.93011,54.6223,"2053",0
"24514","ParkTree","Oak","Quercus robur","Mature","Mature","Grass","Low","Poor",88,7,330401.2,372741.34,-5.983735,54.586099,"3242",0
"24522","ParkTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Grass","Low","Poor",40,5,333986.15,376709.31,-5.926512,54.620784,"2107",0
"24523","ParkTree","Willow","Salix (type)","Young Mature","Semi-Mature","Grass","Low","Poor",41,5,334097.51,376652.39,-5.924816,54.620243,"2128",0
"24524","ParkTree","Willow","Salix (type)","Young Mature","Semi-Mature","Grass","Low","Poor",59,7,334101.24,376650.62,-5.924759,54.620227,"2129",0
"24526","ParkTree","Willow","Salix (type)","Young Mature","Semi-Mature","Grass","Low","Poor",63,5,334057.83,376638.84,-5.925436,54.620132,"2119",0
"24529","ParkTree","Willow","Salix (type)","Young Mature","Semi-Mature","Grass","Low","Poor",37,4,334091.42,376655.93,-5.924908,54.620277,"2126",0
"24530","ParkTree","Willow","Salix (type)","Young","Juvenile/Young","Grass","Low","Poor",17,5,333905.59,376481.18,-5.927863,54.618757,"2220",0
"24532","ParkTree","Rowan","Sorbus aria (type)","Young","Juvenile/Young","Grass","Low","Poor",28,4,333674.92,376565.88,-5.931392,54.619579,"2347",0
"24533","ParkTree","Willow","Salix (type)","Young","Juvenile/Young","Grass","Low","Poor",22,4,333876.78,376493.19,-5.928303,54.618873,"2248",0
"24536","ParkTree","Willow","Salix (type)","Young","Juvenile/Young","Grass","Low","Poor",24,4,330688.12,372949.69,-5.979207,54.587895,"3448",0
"24637","ParkTree","Maple","Acer pseudoplatanus","Mature","Mature","Woodland","Low","Poor",84,12,330752.05,368156.69,-5.980348,54.54485,"922",19
"24810","StreetTree","Pear","Pyrus calleryana 'Chanticleer'","Juvenile","Heavy Standard","Tarmac","Low","Poor",7,1,332397.45,374405.87,-5.952129,54.600524,"0",0
"24811","StreetTree","Oak","Quercus robur","Mature","Mature","Tarmac","Low","Poor",61,7,335019.05,372024.22,-5.912687,54.578451,"0",0
"24823","ParkTree","Maple","Acer platanoides","Young","Juvenile/Young","Shrubs","Low","Poor",18,3,334032.31,376821.3,-5.925747,54.621777,"2102",0
"24824","ParkTree","Maple","Acer platanoides","Young","Juvenile/Young","Shrubs","Low","Poor",21,3,334030.85,376818.54,-5.925771,54.621753,"2103",0
"24828","ParkTree","Rowan","Sorbus aucuparia (type)","Young","Juvenile/Young","Grass","Low","Poor",10,1,333812.2,376675.33,-5.929219,54.620525,"2266",0
"24834","ParkTree","Alder","Alnus incana","Young","Juvenile/Young","Grass","Normal","Poor",15,3,336958.22,373091.79,-5.882223,54.587514,"654",17
"24835","ParkTree","Lime","Tilla cordata","Young","Juvenile/Young","Woodland","N/A","Poor",22,9,336991.24,373085.83,-5.881715,54.587451,"712",17
"24839","ParkTree","Alder","Alnus glutinosa","Young","Juvenile/Young","Grass","Low","Poor",20,6,337047.79,373087.58,-5.88084,54.587452,"825",20
"24840","ParkTree","Alder","Alnus incana","Young","Juvenile/Young","Shrubs","Low","Poor",22,8,337046.18,373104.14,-5.880857,54.587601,"835",19
"24841","ParkTree","Alder","Alnus incana","Young","Juvenile/Young","Shrubs","Low","Poor",20,8,337072.67,373097.7,-5.880451,54.587536,"847",23
"24842","ParkTree","Alder","Alnus incana","Young","Juvenile/Young","Shrubs","Low","Poor",15,3,337062.6,373100.21,-5.880605,54.587561,"854",20
"24845","ParkTree","Cherry","Prunus (type)","Young","Juvenile/Young","Shrubs","Low","Poor",18,8,337120.04,373162.05,-5.879688,54.5881,"945",17
"24848","StreetTree","Apple","Malus (type)","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",10,2,334028.85,373708.47,-5.927221,54.593834,"0",0
"24849","StreetTree","Rowan","Sorbus aucuparia (type)","Young Mature","Semi-Mature","Tarmac","Low","Poor",16,2,333487.17,374236.25,-5.935356,54.598715,"0",0
"24850","StreetTree","Pear","Pyrus communis 'Beech Hill'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",16,1,333693.08,373791.51,-5.932375,54.594668,"0",0
"24851","StreetTree","Maple","Acer platanoides","Young Mature","Semi-Mature","Tarmac","Low","Poor",20,2,333421.08,373659.38,-5.93664,54.593554,"0",0
"24854","StreetTree","Maple","Acer platanoides","Young Mature","Semi-Mature","Tarmac","Normal","Poor",23,4,333395.56,373679.9,-5.937025,54.593744,"0",0
"24855","StreetTree","Maple","Acer platanoides","Young Mature","Semi-Mature","Tarmac","Normal","Poor",19,3,333399.14,373667.01,-5.936975,54.593628,"0",0
"24856","StreetTree","Pear","Pyrus (type)","Young Mature","Semi-Mature","Tarmac","Normal","Poor",15,2,333781.08,374789.37,-5.93056,54.603603,"0",0
"24857","StreetTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Tarmac","Low","Poor",13,2,333538.77,374794.85,-5.934304,54.603716,"0",0
"24859","StreetTree","Maple","Acer platanoides","Young Mature","Semi-Mature","Tarmac","Normal","Poor",29,3,333361.33,373784.39,-5.937507,54.594692,"0",0
"24861","StreetTree","Maple","Acer platanoides 'Columnare'","Young Mature","Semi-Mature","Tarmac","Low","Poor",18,2,333296.89,373998.99,-5.938406,54.596635,"0",0
"24862","StreetTree","Maple","Acer platanoides 'Columnare'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",15,2,333288.55,374067.39,-5.938504,54.597251,"0",0
"24865","StreetTree","Maple","Acer (type)","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",10,1,336546.91,374217.08,-5.888057,54.597726,"0",0
"24867","StreetTree","Lime","Tilla x europaea","Mature","Mature","Tarmac","Low","Poor",36,3,331949.38,376602.65,-5.95807,54.620362,"0",0
"24869","StreetTree","Pear","Pyrus x canescens","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",10,2,333701.81,373817.66,-5.932228,54.5949,"0",0
"24870","StreetTree","Maple","Acer platanoides 'Erectum'","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",10,2,334238.57,374063.39,-5.923817,54.596964,"0",0
"24876","StreetTree","Cherry","Prunus x schmittii","Young Mature","Semi-Mature","Paved Brick Paviour","Normal","Poor",14,0,333890.28,374510.6,-5.928998,54.601071,"0",0
"24878","StreetTree","Lime","Tilla cordata 'Green Spire'","Young Mature","Semi-Mature","Paved Brick Paviour","Normal","Poor",15,3,333868.16,374099.82,-5.929527,54.597389,"0",0
"24879","StreetTree","Lime","Tilla cordata 'Green Spire'","Juvenile","Extra Heavy Standard","Paved Brick Paviour","Normal","Poor",8,1,333748.5,374088.07,-5.931383,54.597316,"0",0
"24881","StreetTree","Lime","Tilla cordata 'Green Spire'","Young Mature","Semi-Mature","Paved Brick Paviour","Normal","Poor",12,3,333662.39,374080.37,-5.932718,54.597269,"0",0
"24882","StreetTree","Apple","Malus (type)","Young Mature","Semi-Mature","Paved Brick Paviour","Normal","Poor",15,3,333583.55,374072.04,-5.93394,54.597215,"0",0
